source_url,source_title,target_name,target_label,relationship_type
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The personal and community impacts and costs associated with LBP are particularly high for people who experience persisting symptoms. Chronic primary LBP referring to pain that lasts for more than 3 months that is not due to an underlying disease or other condition . accounts for the vast majority of chronic LBP presentation in primary care, commonly estimated to represent at least 90% of cases.",Condition,ADDRESSES_CONDITION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"These interventions include: education programs that support knowledge and self-care strategies; exercise programs; some physical therapies, such as spinal manipulative therapy and massage; psychological therapies, such as cognitive behavioural therapy; and medicines, such as non-steroidal anti-inflammatory medicines.",Condition,ADDRESSES_CONDITION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"These interventions should not be routinely offered, as WHO evaluation of the available evidence indicate that potential harms likely outweigh the benefits.",Condition,ADDRESSES_CONDITION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"Successful implementation of the guidance will rely on public health messaging around the appropriate care for LBP, building workforce capacity to address chronic low back pain care, adapting care standards and strengthening primary health care, including referral systems. “Addressing chronic low back pain requires an integrated, person-centred approach.",Condition,ADDRESSES_CONDITION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,13:15 UTC Time Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Condition,ADDRESSES_CONDITION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The World Health Organization (WHO) is releasing its first-ever guidelines on managing chronic low back pain (LBP) in primary and community care settings, listing interventions for health workers to use and also to not use during routine care.",Dosage,HAS_DOSAGE
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The personal and community impacts and costs associated with LBP are particularly high for people who experience persisting symptoms. Chronic primary LBP referring to pain that lasts for more than 3 months that is not due to an underlying disease or other condition . accounts for the vast majority of chronic LBP presentation in primary care, commonly estimated to represent at least 90% of cases.",Dosage,HAS_DOSAGE
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,2030) Integrated care for older people (ICOPE) Fact sheets Low back pain 19 June 2023 Ageing and health 1 October 2025 Universal health coverage (UHC) 5 December 2025 Musculoskeletal health 14 July 2022 Events WHO Guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings 7 December 2023 12:15 .,Dosage,HAS_DOSAGE
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,13:15 UTC Time Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Dosage,HAS_DOSAGE
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,The guidelines also outline 14 interventions that are not recommended for most people in most contexts.,Contraindication,HAS_CONTRAINDICATION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"These interventions should not be routinely offered, as WHO evaluation of the available evidence indicate that potential harms likely outweigh the benefits.",Contraindication,HAS_CONTRAINDICATION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"WHO advises against interventions such as: lumbar braces, belts and/or supports; some physical therapies, such as traction (i.e. pulling on part of the body); and some medicines, such as opioid pain killers, which can be associated with overdose and dependence.",Contraindication,HAS_CONTRAINDICATION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"At the same time, older people are more likely to experience adverse events from interventions, reinforcing the importance of tailoring care to the needs of each person.",Contraindication,HAS_CONTRAINDICATION
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,Low back pain is the leading cause of disability globally.,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"In 2020, approximately 1 in 13 people, equating to 619 million people, experienced LBP, a 60% increase from 1990.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"Cases of LBP are expected to rise to an estimated 843 million by 2050, with the greatest growth anticipated in Africa and Asia, where populations are getting larger and people are living longer.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The personal and community impacts and costs associated with LBP are particularly high for people who experience persisting symptoms. Chronic primary LBP referring to pain that lasts for more than 3 months that is not due to an underlying disease or other condition . accounts for the vast majority of chronic LBP presentation in primary care, commonly estimated to represent at least 90% of cases.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"These interventions include: education programs that support knowledge and self-care strategies; exercise programs; some physical therapies, such as spinal manipulative therapy and massage; psychological therapies, such as cognitive behavioural therapy; and medicines, such as non-steroidal anti-inflammatory medicines.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The guidelines outline key principles of care for adults with chronic primary LBP, recommending that it should be holistic, person-centred, equitable, non-stigmatizing, non-discriminatory, integrated and coordinated.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"In 2020, LBP accounted for 8.1% of all-cause years lived with disability globally.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"Individuals experiencing chronic LBP, especially older persons, are more likely to experience poverty, prematurely exit the workforce, and accumulate less wealth for retirement.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,13:15 UTC Time Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,WHO releases guidelines on chronic low back pain Skip to main content Global Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific When autocomplete results are available use up and down arrows to review and enter to select.,Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The World Health Organization (WHO) is releasing its first-ever guidelines on managing chronic low back pain (LBP) in primary and community care settings, listing interventions for health workers to use and also to not use during routine care.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,Low back pain is the leading cause of disability globally.,Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"In 2020, approximately 1 in 13 people, equating to 619 million people, experienced LBP, a 60% increase from 1990.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"The personal and community impacts and costs associated with LBP are particularly high for people who experience persisting symptoms. Chronic primary LBP referring to pain that lasts for more than 3 months that is not due to an underlying disease or other condition . accounts for the vast majority of chronic LBP presentation in primary care, commonly estimated to represent at least 90% of cases.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"WHO advises against interventions such as: lumbar braces, belts and/or supports; some physical therapies, such as traction (i.e. pulling on part of the body); and some medicines, such as opioid pain killers, which can be associated with overdose and dependence.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"Successful implementation of the guidance will rely on public health messaging around the appropriate care for LBP, building workforce capacity to address chronic low back pain care, adapting care standards and strengthening primary health care, including referral systems. “Addressing chronic low back pain requires an integrated, person-centred approach.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,"At the same time, older people are more likely to experience adverse events from interventions, reinforcing the importance of tailoring care to the needs of each person.",Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,Related WHO guideline on non-surgical management of chronic primary low back pain in adults WHO’s Integrated care for older people (ICOPE) UN Decade of Healthy Ageing (2021.,Outcome,HAS_OUTCOME
https://www.who.int/news/item/07-12-2023-who-releases-guidelines-on-chronic-low-back-pain,WHO releases guidelines on chronic low back pain,2030) Integrated care for older people (ICOPE) Fact sheets Low back pain 19 June 2023 Ageing and health 1 October 2025 Universal health coverage (UHC) 5 December 2025 Musculoskeletal health 14 July 2022 Events WHO Guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings 7 December 2023 12:15 .,Outcome,HAS_OUTCOME
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The kit was developed in consultation with leading humanitarian organisations and EMTs, and aligns with EMT Minimum Standards for Rehabilitation and ICRC weapon wounded physiotherapy sets .",Exercise,DESCRIBES_EXERCISE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The TRK contains assistive products and rehabilitation related consumables that can be provided by a rehabilitation professional or, in their absence, by other health professionals with minimal training .",Exercise,DESCRIBES_EXERCISE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Includes the essential mobility assistive products, such as crutches, walking frames, wheeled toilet/shower chairs and wheelchairs (all terrain and basic hospital/transport chairs), in adult and paediatric sizes, for 50 trauma patients.",Exercise,DESCRIBES_EXERCISE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The set includes stump bandaging, tubular and compression bandaging, exercise bands, supplies for making basic bespoke splints with plaster of paris, which should only be undertaken by appropriately trained staff.",Exercise,DESCRIBES_EXERCISE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Require close monitoring, especially in patients with reduced sensation or consciousness.",Benefit,HAS_BENEFIT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Repeat orders are not required unless staff numbers increase or items are lost.,Benefit,HAS_BENEFIT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The kit was developed in consultation with leading humanitarian organisations and EMTs, and aligns with EMT Minimum Standards for Rehabilitation and ICRC weapon wounded physiotherapy sets .",Safety,HAS_SAFETY_INFO
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Require close monitoring, especially in patients with reduced sensation or consciousness.",Safety,HAS_SAFETY_INFO
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,It must be noted that even patients using pressure reducing mattresses still need to be managed under normal skin care/pressure relieving precautions.,Safety,HAS_SAFETY_INFO
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Related information 22 April 2024 Rehabilitation 2 January 2024 Assistive technology Health interventions Rehabilitation Publications 2 April 2016 Minimum technical standards and recommendations for rehabilitation in emergency medical teams This document is the result of collaboration between a working group of rehabilitation experts convened by WHO and external consultations.,Safety,HAS_SAFETY_INFO
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,A total of 69 items are included.,Condition,ADDRESSES_CONDITION
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The set includes stump bandaging, tubular and compression bandaging, exercise bands, supplies for making basic bespoke splints with plaster of paris, which should only be undertaken by appropriately trained staff.",Condition,ADDRESSES_CONDITION
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Repeat orders are not required unless staff numbers increase or items are lost.,Condition,ADDRESSES_CONDITION
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Related information 22 April 2024 Rehabilitation 2 January 2024 Assistive technology Health interventions Rehabilitation Publications 2 April 2016 Minimum technical standards and recommendations for rehabilitation in emergency medical teams This document is the result of collaboration between a working group of rehabilitation experts convened by WHO and external consultations.,Condition,ADDRESSES_CONDITION
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Download Read More Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Condition,ADDRESSES_CONDITION
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"It consists of 5 sets, to allow for a more flexible, needs based response.",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The kit was developed in consultation with leading humanitarian organisations and EMTs, and aligns with EMT Minimum Standards for Rehabilitation and ICRC weapon wounded physiotherapy sets .",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Composition of the TRK 2025 The TRK 2025 contains 5 sets as follow,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Download the TRK 2025 content list Read the TRK 2025 technical note Set 1,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Set 2: Includes consumable supplies that are not assistive products but are needed to support an acute trauma rehabilitation service.,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The set includes stump bandaging, tubular and compression bandaging, exercise bands, supplies for making basic bespoke splints with plaster of paris, which should only be undertaken by appropriately trained staff.",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Set 3: Includes basic off the shelf wrist sprints and orthoses, in a range of sizes, predominantly for patients with peripheral nerve injury, but may also be used to maintain wrist or ankle positioning or provide protection in other patients.",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Set 4: Includes non-consumable equipment for patient assessment, including stethoscope, oximeter, and goniometer . for 1 professional (or shared between 2-3).",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Repeat orders are not required unless staff numbers increase or items are lost.,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"This set also includes consumables for respiratory interventions - including incentive spirometers (single patient use) and suction tubing to make bubble PEP, that are not anticipated to be needed in significant quantities.",Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Set 5: Includes static (foam) pressure reducing mattresses that can be used to support a surge in complex inpatient cases or provided to patients with long term injuries to use at home.,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Download Read More Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Dosage,HAS_DOSAGE
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Includes the essential mobility assistive products, such as crutches, walking frames, wheeled toilet/shower chairs and wheelchairs (all terrain and basic hospital/transport chairs), in adult and paediatric sizes, for 50 trauma patients.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"The set includes stump bandaging, tubular and compression bandaging, exercise bands, supplies for making basic bespoke splints with plaster of paris, which should only be undertaken by appropriately trained staff.",Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Set 5: Includes static (foam) pressure reducing mattresses that can be used to support a surge in complex inpatient cases or provided to patients with long term injuries to use at home.,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,The module contains 4 identical mattresses.,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,It must be noted that even patients using pressure reducing mattresses still need to be managed under normal skin care/pressure relieving precautions.,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Related information 22 April 2024 Rehabilitation 2 January 2024 Assistive technology Health interventions Rehabilitation Publications 2 April 2016 Minimum technical standards and recommendations for rehabilitation in emergency medical teams This document is the result of collaboration between a working group of rehabilitation experts convened by WHO and external consultations.,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,Download Read More Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Equipment,REQUIRES_EQUIPMENT
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"Includes the essential mobility assistive products, such as crutches, walking frames, wheeled toilet/shower chairs and wheelchairs (all terrain and basic hospital/transport chairs), in adult and paediatric sizes, for 50 trauma patients.",Outcome,HAS_OUTCOME
https://www.who.int/emergencies/emergency-health-kits/tesk-rehabilitation-kit-(trk)-2025,TESK Rehabilitation Kit (TRK) 2025,"This set also includes consumables for respiratory interventions - including incentive spirometers (single patient use) and suction tubing to make bubble PEP, that are not anticipated to be needed in significant quantities.",Outcome,HAS_OUTCOME
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,978-92-4-008178-9 Copyright Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Condition,ADDRESSES_CONDITION
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings Skip to main content Global Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific When autocomplete results are available use up and down arrows to review and enter to select.,Dosage,HAS_DOSAGE
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,"For this reason, the guideline does not consider interventions typically delivered in secondary or tertiary care settings (e.g. surgical or other invasive procedures) or workplace interventions.",Dosage,HAS_DOSAGE
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,The target audience is health workers of all disciplines working in the primary and community care settings.,Dosage,HAS_DOSAGE
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,Executive Summary Arabic l Chinese l English l French l Russian l S panish Documents in English Web Annex A Web Annex B Web Annex C Web Annex D Web Annex E Quick reference guide Power Point Slides Social media assets Multimedia WHO's science in 5,Dosage,HAS_DOSAGE
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,978-92-4-008178-9 Copyright Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use About us Careers Frequently asked questions Library Procurement Publications Contact us Newsletters Report misconduct Privacy policy © 2026 WHO,Dosage,HAS_DOSAGE
https://www.who.int/publications/i/item/9789240081789,WHO guideline for non-surgical management of chronic primary low back pain in adults in primary and community care settings,"In this context, the guideline is intended to be discipline neutral. The guidelines will be of use to clinical staff including medical doctors, nurses, allied health workers including chiropractors, occupational therapists, physiotherapists, pharmacists, psychologists and community health workers, as well as public health programme and system managers.",Contraindication,HAS_CONTRAINDICATION
